husband	yusuf1	mediha1
husband	yusuf2	sibel
mother	ayse	dilber
mother	ayse	yusuf2
mother	ayten	mediha2
mother	ayten	murat1
mother	bedriye	yusuf3
mother	bedriye	zeynep
mother	cemile	dilek
mother	cemile	kubra
mother	dilber	yavuz
mother	fatma	ali2
mother	fatma	mete
mother	fatma	sevcan
mother	firdevs	anil
mother	firdevs	secil
mother	kubra	erdem
mother	kubra	nida
mother	mediha1	ali1
mother	mediha1	fatma
mother	mediha1	ismail
mother	mediha1	mehmet1
mother	mediha1	neriman
mother	mediha1	nesrin
mother	mediha2	alp
mother	mediha2	batuhan
mother	nalan	cagdas
mother	nalan	melis
mother	neriman	firdevs
mother	neriman	sadullah
mother	neriman	yildirim
mother	nesrin	halis
mother	nesrin	murat2
mother	sibel	esra
person	ali1
person	ali2
person	alp
person	anil
person	ayse
person	ayten
person	batuhan
person	bedriye
person	cagdas
person	cemile
person	dilber
person	dilek
person	erdem
person	esra
person	fatma
person	firdevs
person	gunay
person	halis
person	huseyin
person	ismail
person	kubra
person	levent
person	mediha1
person	mediha2
person	mehmet1
person	mehmet2
person	melis
person	mete
person	muhammer
person	muhittin
person	murat1
person	murat2
person	nalan
person	neriman
person	nesrin
person	nida
person	recep
person	sadullah
person	secil
person	sevcan
person	sibel
person	yavuz
person	yildirim
person	yusuf1
person	yusuf2
person	yusuf3
person	zeynep
sister	dilber	yusuf2
sister	dilek	kubra
sister	fatma	ali1
sister	fatma	ismail
sister	fatma	mehmet1
sister	fatma	neriman
sister	fatma	nesrin
sister	firdevs	sadullah
sister	firdevs	yildirim
sister	kubra	dilek
sister	mediha2	murat1
sister	melis	cagdas
sister	neriman	ali1
sister	neriman	fatma
sister	neriman	ismail
sister	neriman	mehmet1
sister	neriman	nesrin
sister	nesrin	ali1
sister	nesrin	fatma
sister	nesrin	ismail
sister	nesrin	mehmet1
sister	nesrin	neriman
sister	nida	erdem
sister	secil	anil
sister	sevcan	ali2
sister	sevcan	mete
sister	zeynep	yusuf3
son	ali1	mediha1
son	ali1	yusuf1
son	ali2	fatma
son	ali2	mehmet2
son	alp	mediha2
son	alp	recep
son	anil	firdevs
son	anil	levent
son	batuhan	mediha2
son	batuhan	recep
son	cagdas	nalan
son	cagdas	sadullah
son	erdem	kubra
son	erdem	muhammer
son	halis	gunay
son	halis	nesrin
son	ismail	mediha1
son	ismail	yusuf1
son	mehmet1	mediha1
son	mehmet1	yusuf1
son	mete	fatma
son	mete	mehmet2
son	murat1	ayten
son	murat1	ismail
son	murat2	gunay
son	murat2	nesrin
son	sadullah	huseyin
son	sadullah	neriman
son	yavuz	dilber
son	yavuz	muhittin
son	yildirim	huseyin
son	yildirim	neriman
son	yusuf2	ali1
son	yusuf2	ayse
son	yusuf3	bedriye
son	yusuf3	yildirim
wife	ayse	ali1
wife	ayten	ismail
wife	bedriye	yildirim
wife	cemile	mehmet1
wife	dilber	muhittin
wife	fatma	mehmet2
wife	firdevs	levent
wife	kubra	muhammer
wife	mediha1	yusuf1
wife	mediha2	recep
wife	nalan	sadullah
wife	neriman	huseyin
wife	nesrin	gunay
wife	sibel	yusuf2
